19시 10분 34초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 10분 54초    0   21.43    0.00    7.14   23.47    0.00    6.12    0.00    0.00    0.00   41.84
19시 10분 54초    1   28.57    0.00    6.12   25.51    0.00    2.04    0.00    0.00    0.00   37.76
19시 10분 54초    2   95.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 10분 54초    3   35.29    0.00    8.82   23.53    0.00    8.82    0.00    0.00    0.00   23.53
19시 10분 54초    4   33.68    0.00    9.47   15.79    0.00    1.05    0.00    0.00    0.00   40.00
19시 10분 54초    5   28.57    0.00    8.79   20.88    0.00    0.00    0.00    0.00    0.00   41.76
19시 10분 54초    6   23.96    0.00   10.42   25.00    0.00    1.04    0.00    0.00    0.00   39.58
19시 10분 54초    7   22.45    0.00    4.08   29.59    0.00    6.12    0.00    0.00    0.00   37.76
19시 10분 54초    8   23.30    0.00    4.85   29.13    0.00    2.91    0.00    0.00    0.00   39.81
19시 10분 54초    9   35.24    0.00    8.57   14.29    0.00    1.90    0.00    0.00    0.00   40.00
19시 10분 54초   10   30.21    0.00    9.38   13.54    0.00    1.04    0.00    0.00    0.00   45.83
19시 10분 54초   11   29.47    0.00    7.37   15.79    0.00    3.16    0.00    0.00    0.00   44.21

19시 10분 54초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 10분 55초  all   33.42    0.00    7.84   20.89    0.00    2.56    0.00    0.00    0.00   35.29
19시 10분 55초    0   24.49    0.00    6.12   28.57    0.00    3.06    0.00    0.00    0.00   37.76
19시 10분 55초    1   24.27    0.00    6.80   28.16    0.00    2.91    0.00    0.00    0.00   37.86
19시 10분 55초    2   97.03    0.00    2.97    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 10분 55초    3   29.03    0.00   10.75   23.66    0.00   11.83    0.00    0.00    0.00   24.73
19시 10분 55초    4   29.47    0.00    8.42   17.89    0.00    2.11    0.00    0.00    0.00   42.11
19시 10분 55초    5   29.90    0.00    9.28   16.49    0.00    2.06    0.00    0.00    0.00   42.27
19시 10분 55초    6   20.21    0.00    9.57   26.60    0.00    1.06    0.00    0.00    0.00   42.55
19시 10분 55초    7   23.00    0.00    9.00   30.00    0.00    0.00    0.00    0.00    0.00   38.00
19시 10분 55초    8   17.35    0.00    4.08   30.61    0.00    2.04    0.00    0.00    0.00   45.92
19시 10분 55초    9   34.38    0.00    8.33   15.62    0.00    1.04    0.00    0.00    0.00   40.62
19시 10분 55초   10   32.99    0.00    9.28   17.53    0.00    3.09    0.00    0.00    0.00   37.11
19시 10분 55초   11   36.63    0.00    9.90   15.84    0.00    1.98    0.00    0.00    0.00   35.64

19시 10분 55초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 10분 56초  all   30.66    0.00    7.75   19.47    0.00    3.10    0.00    0.00    0.00   39.02
19시 10분 56초    0   20.62    0.00    6.19   24.74    0.00    4.12    0.00    0.00    0.00   44.33
19시 10분 56초    1   24.21    0.00    5.26   26.32    0.00    2.11    0.00    0.00    0.00   42.11
19시 10분 56초    2   78.00    0.00    9.00    4.00    0.00    1.00    0.00    0.00    0.00    8.00
19시 10분 56초    3   36.84    0.00    7.37   23.16    0.00    8.42    0.00    0.00    0.00   24.21
19시 10분 56초    4   24.74    0.00   13.40   14.43    0.00    3.09    0.00    0.00    0.00   44.33
19시 10분 56초    5   35.11    0.00    7.45   14.89    0.00    3.19    0.00    0.00    0.00   39.36
19시 10분 56초    6   19.79    0.00    8.33   25.00    0.00    2.08    0.00    0.00    0.00   44.79
19시 10분 56초    7   21.65    0.00    6.19   28.87    0.00    3.09    0.00    0.00    0.00   40.21
19시 10분 56초    8   12.77    0.00    4.26   27.66    0.00    2.13    0.00    0.00    0.00   53.19
19시 10분 56초    9   26.53    0.00   10.20   14.29    0.00    3.06    0.00    0.00    0.00   45.92
19시 10분 56초   10   36.89    0.00    6.80   14.56    0.00    1.94    0.00    0.00    0.00   39.81
19시 10분 56초   11   28.42    0.00    8.42   16.84    0.00    3.16    0.00    0.00    0.00   43.16

19시 10분 56초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 10분 57초  all   32.49    0.00    7.73   21.03    0.00    2.52    0.00    0.00    0.00   36.23
19시 10분 57초    0   25.00    0.00    6.25   30.21    0.00    2.08    0.00    0.00    0.00   36.46
19시 10분 57초    1   24.47    0.00    7.45   34.04    0.00    1.06    0.00    0.00    0.00   32.98
19시 10분 57초    2   24.74    0.00    7.22   30.93    0.00    2.06    0.00    0.00    0.00   35.05
19시 10분 57초    3   33.33    0.00    8.60   20.43    0.00    9.68    0.00    0.00    0.00   27.96
19시 10분 57초    4   32.99    0.00   11.34   13.40    0.00    2.06    0.00    0.00    0.00   40.21
19시 10분 57초    5   92.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 10분 57초    6   23.16    0.00    5.26   28.42    0.00    5.26    0.00    0.00    0.00   37.89
19시 10분 57초    7   25.26    0.00    7.37   28.42    0.00    2.11    0.00    0.00    0.00   36.84
19시 10분 57초    8   20.43    0.00    7.53   25.81    0.00    2.15    0.00    0.00    0.00   44.09
19시 10분 57초    9   30.61    0.00    8.16   14.29    0.00    2.04    0.00    0.00    0.00   44.90
19시 10분 57초   10   29.90    0.00    7.22   14.43    0.00    2.06    0.00    0.00    0.00   46.39
19시 10분 57초   11   25.00    0.00    8.33   13.54    0.00    0.00    0.00    0.00    0.00   53.12

19시 10분 57초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 10분 58초  all   34.04    0.00   11.06   18.89    0.00    2.98    0.00    0.00    0.00   33.02
19시 10분 58초    0   30.30    0.00   15.15   25.25    0.00    3.03    0.00    0.00    0.00   26.26
19시 10분 58초    1   25.77    0.00    7.22   25.77    0.00    3.09    0.00    0.00    0.00   38.14
19시 10분 58초    2   27.00    0.00   12.00   23.00    0.00    4.00    0.00    0.00    0.00   34.00
19시 10분 58초    3   41.24    0.00   11.34   18.56    0.00   10.31    0.00    0.00    0.00   18.56
19시 10분 58초    4   33.67    0.00   10.20   12.24    0.00    2.04    0.00    0.00    0.00   41.84
19시 10분 58초    5   60.00    0.00   15.00    8.00    0.00    2.00    0.00    0.00    0.00   15.00
19시 10분 58초    6   23.47    0.00   13.27   25.51    0.00    3.06    0.00    0.00    0.00   34.69
19시 10분 58초    7   27.08    0.00    7.29   28.12    0.00    1.04    0.00    0.00    0.00   36.46
19시 10분 58초    8   26.73    0.00   12.87   23.76    0.00    4.95    0.00    0.00    0.00   31.68
19시 10분 58초    9   40.21    0.00    8.25    9.28    0.00    1.03    0.00    0.00    0.00   41.24
19시 10분 58초   10   35.11    0.00   11.70   12.77    0.00    0.00    0.00    0.00    0.00   40.43
19시 10분 58초   11   37.76    0.00    8.16   14.29    0.00    1.02    0.00    0.00    0.00   38.78

19시 10분 58초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 10분 59초  all   28.98    0.00   10.58   20.12    0.00    2.84    0.00    0.00    0.00   37.49
19시 10분 59초    0   41.24    0.00   35.05   12.37    0.00    2.06    0.00    0.00    0.00    9.28
19시 10분 59초    1   25.00    0.00   18.75   16.67    0.00    2.08    0.00    0.00    0.00   37.50
19시 10분 59초    2   24.21    0.00   15.79   24.21    0.00    2.11    0.00    0.00    0.00   33.68
19시 10분 59초    3   28.12    0.00    9.38   26.04    0.00   10.42    0.00    0.00    0.00   26.04
19시 10분 59초    4   30.93    0.00    7.22   17.53    0.00    0.00    0.00    0.00    0.00   44.33
19시 10분 59초    5   29.47    0.00    3.16   16.84    0.00    3.16    0.00    0.00    0.00   47.37
19시 10분 59초    6   25.25    0.00    6.06   28.28    0.00    3.03    0.00    0.00    0.00   37.37
19시 10분 59초    7   28.28    0.00    6.06   25.25    0.00    3.03    0.00    0.00    0.00   37.37
19시 10분 59초    8   26.80    0.00    8.25   26.80    0.00    3.09    0.00    0.00    0.00   35.05
19시 10분 59초    9   28.57    0.00    5.10   16.33    0.00    1.02    0.00    0.00    0.00   48.98
19시 10분 59초   10   28.87    0.00    7.22   15.46    0.00    2.06    0.00    0.00    0.00   46.39
19시 10분 59초   11   30.93    0.00    5.15   15.46    0.00    2.06    0.00    0.00    0.00   46.39

19시 10분 59초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 11분 00초  all   23.86    5.00    8.61   19.21    0.00    3.01    0.00    0.00    0.00   40.31
19시 11분 00초    0   14.58    8.33    8.33   19.79    0.00    3.12    0.00    0.00    0.00   45.83
19시 11분 00초    1   23.76    1.98    5.94   25.74    0.00    1.98    0.00    0.00    0.00   40.59
19시 11분 00초    2   21.65   13.40    4.12   20.62    0.00    0.00    0.00    0.00    0.00   40.21
19시 11분 00초    3   23.40    3.19   12.77   22.34    0.00   10.64    0.00    0.00    0.00   27.66
19시 11분 00초    4   29.90    4.12    9.28   12.37    0.00    2.06    0.00    0.00    0.00   42.27
19시 11분 00초    5   26.09    2.17    7.61   17.39    0.00    2.17    0.00    0.00    0.00   44.57
19시 11분 00초    6   21.78    5.94    9.90   23.76    0.00    1.98    0.00    0.00    0.00   36.63
19시 11분 00초    7   26.26    9.09   11.11   20.20    0.00    3.03    0.00    0.00    0.00   30.30
19시 11분 00초    8   20.65    3.26    3.26   25.00    0.00    2.17    0.00    0.00    0.00   45.65
19시 11분 00초    9   25.51    1.02   10.20   15.31    0.00    3.06    0.00    0.00    0.00   44.90
19시 11분 00초   10   25.26    4.21    9.47   14.74    0.00    3.16    0.00    0.00    0.00   43.16
19시 11분 00초   11   27.27    3.03   11.11   13.13    0.00    3.03    0.00    0.00    0.00   42.42

19시 11분 00초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 11분 01초  all   23.38    5.65    8.61   18.06    0.00    3.21    0.00    0.00    0.00   41.10
19시 11분 01초    0   22.00    5.00    8.00   26.00    0.00    4.00    0.00    0.00    0.00   35.00
19시 11분 01초    1   25.00    5.00    5.00   23.00    0.00    3.00    0.00    0.00    0.00   39.00
19시 11분 01초    2   18.18   13.13    6.06   22.22    0.00    4.04    0.00    0.00    0.00   36.36
19시 11분 01초    3   29.59    1.02    7.14   20.41    0.00   10.20    0.00    0.00    0.00   31.63
19시 11분 01초    4   23.71    6.19   10.31   11.34    0.00    2.06    0.00    0.00    0.00   46.39
19시 11분 01초    5   27.18    7.77   10.68   13.59    0.00    1.94    0.00    0.00    0.00   38.83
19시 11분 01초    6   18.37    4.08    9.18   22.45    0.00    2.04    0.00    0.00    0.00   43.88
19시 11분 01초    7   19.15    3.19    6.38   23.40    0.00    2.13    0.00    0.00    0.00   45.74
19시 11분 01초    8   21.00    3.00    9.00   21.00    0.00    2.00    0.00    0.00    0.00   44.00
19시 11분 01초    9   22.92    6.25    9.38   12.50    0.00    2.08    0.00    0.00    0.00   46.88
19시 11분 01초   10   26.00    5.00   13.00   11.00    0.00    4.00    0.00    0.00    0.00   41.00
19시 11분 01초   11   27.00    8.00    9.00   10.00    0.00    1.00    0.00    0.00    0.00   45.00

19시 11분 01초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 11분 02초  all   26.41    0.77    8.94   19.34    0.00    3.41    0.00    0.00    0.00   41.14
19시 11분 02초    0   13.54    0.00    6.25   27.08    0.00    4.17    0.00    0.00    0.00   48.96
19시 11분 02초    1   18.18    0.00    7.07   22.22    0.00    2.02    0.00    0.00    0.00   50.51
19시 11분 02초    2   15.15    0.00    5.05   22.22    0.00    1.01    0.00    0.00    0.00   56.57
19시 11분 02초    3   27.00    1.00   10.00   26.00    0.00   12.00    0.00    0.00    0.00   24.00
19시 11분 02초    4   29.47    0.00    6.32   17.89    0.00    3.16    0.00    0.00    0.00   43.16
19시 11분 02초    5   27.84    2.06    8.25   17.53    0.00    1.03    0.00    0.00    0.00   43.30
19시 11분 02초    6   13.27    1.02    7.14   20.41    0.00    4.08    0.00    0.00    0.00   54.08
19시 11분 02초    7   18.56    0.00    7.22   27.84    0.00    3.09    0.00    0.00    0.00   43.30
19시 11분 02초    8   73.00    0.00   18.00    2.00    0.00    1.00    0.00    0.00    0.00    6.00
19시 11분 02초    9   27.08    1.04   13.54   14.58    0.00    2.08    0.00    0.00    0.00   41.67
19시 11분 02초   10   23.71    3.09    7.22   18.56    0.00    5.15    0.00    0.00    0.00   42.27
19시 11분 02초   11   29.00    1.00   11.00   16.00    0.00    2.00    0.00    0.00    0.00   41.00

19시 11분 02초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 11분 03초  all   27.57    0.00    8.56   19.26    0.00    3.08    0.00    0.00    0.00   41.52
19시 11분 03초    0   18.56    0.00    6.19   24.74    0.00    3.09    0.00    0.00    0.00   47.42
19시 11분 03초    1   48.98    0.00    7.14   14.29    0.00    2.04    0.00    0.00    0.00   27.55
19시 11분 03초    2   17.35    0.00    5.10   26.53    0.00    2.04    0.00    0.00    0.00   48.98
19시 11분 03초    3   28.28    0.00   11.11   25.25    0.00   12.12    0.00    0.00    0.00   23.23
19시 11분 03초    4   26.53    0.00    6.12   16.33    0.00    6.12    0.00    0.00    0.00   44.90
19시 11분 03초    5   26.32    0.00    9.47   17.89    0.00    1.05    0.00    0.00    0.00   45.26
19시 11분 03초    6   18.37    0.00   10.20   21.43    0.00    1.02    0.00    0.00    0.00   48.98
19시 11분 03초    7   14.85    0.00    6.93   18.81    0.00    1.98    0.00    0.00    0.00   57.43
19시 11분 03초    8   53.54    0.00   14.14   11.11    0.00    0.00    0.00    0.00    0.00   21.21
19시 11분 03초    9   26.80    0.00    9.28   18.56    0.00    3.09    0.00    0.00    0.00   42.27
19시 11분 03초   10   26.09    0.00    6.52   19.57    0.00    2.17    0.00    0.00    0.00   45.65
19시 11분 03초   11   25.00    0.00   10.42   16.67    0.00    2.08    0.00    0.00    0.00   45.83

19시 11분 03초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 11분 04초  all   29.58    0.00    8.43   19.52    0.00    2.75    0.00    0.00    0.00   39.72
19시 11분 04초    0   24.24    0.00    5.05   24.24    0.00    2.02    0.00    0.00    0.00   44.44
19시 11분 04초    1   27.55    0.00    5.10   22.45    0.00    3.06    0.00    0.00    0.00   41.84
19시 11분 04초    2   13.83    0.00    4.26   20.21    0.00    2.13    0.00    0.00    0.00   59.57
19시 11분 04초    3   23.96    0.00   10.42   29.17    0.00   12.50    0.00    0.00    0.00   23.96
19시 11분 04초    4   32.65    0.00    7.14   15.31    0.00    2.04    0.00    0.00    0.00   42.86
19시 11분 04초    5   28.87    0.00    9.28   16.49    0.00    0.00    0.00    0.00    0.00   45.36
19시 11분 04초    6   24.24    0.00    6.06   27.27    0.00    2.02    0.00    0.00    0.00   40.40
19시 11분 04초    7   20.21    0.00    6.38   28.72    0.00    2.13    0.00    0.00    0.00   42.55
19시 11분 04초    8   73.47    0.00   18.37    0.00    0.00    0.00    0.00    0.00    0.00    8.16
19시 11분 04초    9   26.53    0.00   10.20   17.35    0.00    3.06    0.00    0.00    0.00   42.86
19시 11분 04초   10   27.55    0.00   11.22   17.35    0.00    2.04    0.00    0.00    0.00   41.84
19시 11분 04초   11   30.85    0.00    7.45   15.96    0.00    2.13    0.00    0.00    0.00   43.62

19시 11분 04초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 11분 05초  all   30.78    0.00    7.67   19.78    0.00    2.90    0.00    0.00    0.00   38.87
19시 11분 05초    0   60.42    0.00    4.17   14.58    0.00    1.04    0.00    0.00    0.00   19.79
19시 11분 05초    1   17.71    0.00    6.25   28.12    0.00    3.12    0.00    0.00    0.00   44.79
19시 11분 05초    2   20.79    0.00    4.95   24.75    0.00    2.97    0.00    0.00    0.00   46.53
19시 11분 05초    3   28.87    0.00   11.34   28.87    0.00    9.28    0.00    0.00    0.00   21.65
19시 11분 05초    4   35.00    0.00    8.00   15.00    0.00    2.00    0.00    0.00    0.00   40.00
19시 11분 05초    5   28.87    0.00   10.31   18.56    0.00    2.06    0.00    0.00    0.00   40.21
19시 11분 05초    6   15.96    0.00    8.51   25.53    0.00    0.00    0.00    0.00    0.00   50.00
19시 11분 05초    7   22.92    0.00    5.21   27.08    0.00    3.12    0.00    0.00    0.00   41.67
19시 11분 05초    8   49.50    0.00    7.92   11.88    0.00    0.99    0.00    0.00    0.00   29.70
19시 11분 05초    9   28.57    0.00    7.14   15.31    0.00    4.08    0.00    0.00    0.00   44.90
19시 11분 05초   10   28.87    0.00    9.28   14.43    0.00    2.06    0.00    0.00    0.00   45.36
19시 11분 05초   11   31.00    0.00    9.00   14.00    0.00    4.00    0.00    0.00    0.00   42.00

19시 11분 05초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 11분 06초  all   34.76    0.00    8.22   18.75    0.00    3.17    0.00    0.00    0.00   35.10
19시 11분 06초    0   95.05    0.00    4.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00
